id,name,KM 1,Precio 1,Precio 1 descuento,KM 2,Precio 2,Precios 2 descuneto,KM 3,Precio 3,Precios 3 descuneto,KM 4,Precio 4,stock,category,Destacadas,Image 1,Image 2,Image 3
,MAMADERA CON TETINA Y CEPILLO,1,13200,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/DwZrgTft/MAMADERA-CON-TETINA-Y-CEPILLO.jpg,,
,PAÑO ABSORBENTE ,1,6700,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/jSz3Jfc9/PANOS-ABSORBENTES.jpg,,
,CEPILLO SILICONA PARA BAÑO,1,4000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/Bn6480W8/Whats-App-Image-2026-06-19-at-10-59-23.jpg,,
,ELMER SHAMPOO PULGUICIDA 250ML,1,5900,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/ZRy8FRgS/ELMER-SHAMPOO-PULGUICIDA-250ML.webp,,
,ESPUMA SECA BABS 210ML,1,10000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/zBBB04XJ/ESPUMA-SECA-BABS-210ML.webp,,
,CHALECO PARA PERRO/GATO SELECCION ARGENTINA ,T1,3100,,T2,3400,,T3,4400,,T4,4700,3,VESTIMENTA,FALSE,https://i.postimg.cc/50FSyQ6w/CHALECO-SELECCION-ARGENTINA.jpg,,
,CHALECO PARA PERRO/GATO SELECCION ARGENTINA ,T5,5400,,T6,6000,,T7,6700,,T8,7500,3,VESTIMENTA,FALSE,https://i.postimg.cc/50FSyQ6w/CHALECO-SELECCION-ARGENTINA.jpg,,
,CHALECO PARA PERRO/GATO SELECCION ARGENTINA ,T9,7800,,T10,8400,,T11,9000,,,,3,VESTIMENTA,FALSE,https://i.postimg.cc/50FSyQ6w/CHALECO-SELECCION-ARGENTINA.jpg,,
,CHALECO POLAR ESTAMPADO,T1,2700,,T2,3400,,,,,,,3,VESTIMENTA,FALSE,https://i.postimg.cc/8CQChDSZ/CHALECO-DE-POLAR.jpg,,
,CHALECO POLAR ESTAMPADO,T3,4000,,T4,4400,,,,,,,3,VESTIMENTA,FALSE,https://i.postimg.cc/c4P1SZrZ/CHALECO-DE-POLAR-2.jpg,,
,CHALECO POLAR FANTASIA ,T3,4400,,T4,5100,,,,,,,3,VESTIMENTA,FALSE,https://i.postimg.cc/vB6w0p45/CHALECO-POLAR-FANTASIA.jpg,,
,CHALECO PELUDITO ,T4,5000,,T5,5200,,T6,5500,,,,3,VESTIMENTA,FALSE,https://i.postimg.cc/FsSRxSDK/Whats-App-Image-2026-06-19-at-13-30-31.jpg,https://i.postimg.cc/nLFhZPZH/Whats-App-Image-2026-06-19-at-13-32-07.jpg,https://i.postimg.cc/Df9sFnNS/Whats-App-Image-2026-06-19-at-13-33-37.jpg
,BUZO HARVARD/LONDON ,T5,7500,,,,,,,,,,3,VESTIMENTA,FALSE,https://i.postimg.cc/j26hpM67/Whats-App-Image-2026-06-11-at-20-21-52.jpg,,
,CAMPERA ANIMADA ,T5,9000,,,,,,,,,,3,VESTIMENTA,FALSE,https://i.postimg.cc/bvvFQfxQ/Whats-App-Image-2026-06-16-at-10-36-30.jpg,https://i.postimg.cc/yYXft8nn/Whats-App-Image-2026-06-16-at-10-46-47.jpg,
,MANTA POLAR CORDERITO MEDIANA 75X100,1,10000,,,,,,,,,,3,VESTIMENTA,FALSE,https://i.postimg.cc/kg3XPnht/Whats-App-Image-2026-06-28-at-20-37-30.jpg,,
AGREGAR,MANTA POLAR CORDERITO CHICA 60 X75,1,7500,,,,,,,,,,3,VESTIMENTA,FALSE,https://i.postimg.cc/kg3XPnht/Whats-App-Image-2026-06-28-at-20-37-30.jpg,,
